Timestamp,Dask APIs,Interactive or Batch?,Local machine or Cluster?,How often do you use Dask?,What Dask resources have you used for support in the last six months?,Which would help you most right now?,Is Dask stable enough for you?,What common feature requests do you care about most?  [Better Numpy/Pandas support],What common feature requests do you care about most?  [Better Scikit-Learn/ML support],What common feature requests do you care about most?  [Integrate with Deep Learning Frameworks],What common feature requests do you care about most?  [Support for new libraries in my field],What common feature requests do you care about most?  [Improve Scaling ],What common feature requests do you care about most?  [Dashboard / Diagnostics],What common feature requests do you care about most?  [Ease of deployment],What common feature requests do you care about most?  [Cloud integration],What common feature requests do you care about most?  [Managing many users],What common feature requests do you care about most?  [GPUs],Python 2 or 3?,"If you use a cluster, how do you launch Dask? ",Preferred Cloud?,What are some other libraries that you often use with Dask?,How easy is it for you to upgrade to newer versions of Python libraries,Do you use Dask as part of a larger group?
2019-07-09 10:10:40,Array;DataFrame;Delayed;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines;Cluster with 100+ machines,Occasionally,Documentation;Tutorial;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),Bug fixes,No,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,3.0,"SSH;HPC resource manager (SLURM, PBS, SGE, LSF or similar)",Google Cloud Platform (GCP),"pandas, pytorch, nmpy",4.0,I use Dask mostly on my own
2019-07-09 15:01:28,DataFrame;ML,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop,Just looking for now,Documentation;Tutorial;Examples at examples.dask.org,New features,Yes,Somewhat useful,Somewhat useful,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Critical to me,Critical to me,Somewhat useful,3.0,Kubernetes,Microsoft Azure,,4.0,My team or research group also use Dask
2019-07-10 01:21:09,Array;Bag;DataFrame;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org,More examples in my field,Yes,Critical to me,,,,,Critical to me,,Critical to me,Critical to me,,3.0,Kubernetes,Amazon Web Services (AWS),,3.0,My team or research group also use Dask
2019-07-10 09:56:46,Delayed;Futures,Batch: I submit scripts that run in the future,Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines,"I use Dask all the time, even when I sleep",Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org;GitHub issue trackers (reading past issues),Bug fixes,No,Not relevant for me,Somewhat useful,Not relevant for me,Not relevant for me,Critical to me,Critical to me,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",,"Numba, Sklearn, Pandas, Dash",4.0,My team or research group also use Dask
2019-07-10 12:18:39,DataFrame;ML,Batch: I submit scripts that run in the future,Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Examples at examples.dask.org,More documentation,Yes,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,3.0,SSH,Amazon Web Services (AWS),,3.0,I use Dask mostly on my own
2019-07-10 16:02:04,Array;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines,"I use Dask all the time, even when I sleep",Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),More examples in my field,Yes,Critical to me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Critical to me,3.0,SSH,,Cupy cython,4.0,My team or research group also use Dask
2019-07-10 20:18:31,Array;DataFrame;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines;Cluster with 100+ machines,Occasionally,Documentation;GitHub issue trackers (reading past issues),More documentation,Yes,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,Critical to me,Somewhat useful,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",Amazon Web Services (AWS),"Opendatacube, digitalearthau ",3.0,"Beyond my group, many people throughout my institution use Dask"
2019-07-11 07:49:07,Array;DataFrame;Delayed;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Occasionally,Documentation,More examples in my field,Yes,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,3.0,Kubernetes,,,4.0,I use Dask mostly on my own
2019-07-11 14:36:43,Array;DataFrame;Delayed,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org,More documentation,Yes,Critical to me,Somewhat useful,Somewhat useful,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,Not relevant for me,Critical to me,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",,,3.0,My team or research group also use Dask
2019-07-11 17:53:07,Array;DataFrame;Delayed;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Occasionally,Documentation,Bug fixes,Yes,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Critical to me,3.0,,,Xarray,4.0,My team or research group also use Dask
2019-07-11 18:36:17,Array;Bag;DataFrame;Delayed;Futures;ML,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines;Cluster with 10-100 machines,Every day,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),New features,Yes,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Somewhat useful,3.0,"SSH;Kubernetes;Hadoop / Yarn / EMR;I don't know, someone else does this for me",Amazon Web Services (AWS),"bokeh, sklearn, xgboost, pandas",4.0,"Beyond my group, many people throughout my institution use Dask"
2019-07-11 21:51:53,Array;DataFrame;Delayed,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster with 10-100 machines,Every day,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org,More examples in my field,Yes,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Not relevant for me,Critical to me,Critical to me,Somewhat useful,Critical to me,Somewhat useful,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar);I don't know, someone else does this for me;I currently try to understand, which way is the best to set up dask. Our institute uses slurm for job scheduling.",,"xarray, eofs, ",3.0,I use Dask mostly on my own
2019-07-12 10:34:04,Array;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation,Occasionally,Documentation;Stack Overflow #Dask tag;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),More documentation,Yes,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,3.0,My workplace has a custom solution for this,Amazon Web Services (AWS),"Pandas, Jupiter Notebooks  ",4.0,"Beyond my group, many people throughout my institution use Dask"
2019-07-12 16:24:22,Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines;Cluster with 100+ machines,Occasionally,Documentation;Tutorial;Examples at examples.dask.org;GitHub issue trackers (reading past issues),Performance improvements,Yes,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Somewhat useful,3.0,Kubernetes,Amazon Web Services (AWS);Google Cloud Platform (GCP);Microsoft Azure,"numpy, pandas, TC-Python, pygmo, scipy, py4j",4.0,My team or research group also use Dask
2019-07-13 19:54:34,Array;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation;Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org;GitHub issue trackers (reading past issues),More examples in my field,Yes,Critical to me,Somewhat useful,Not relevant for me,Critical to me,Somewhat useful,Not relevant for me,Critical to me,Critical to me,Critical to me,Not relevant for me,3.0,Kubernetes;Hadoop / Yarn / EMR,Amazon Web Services (AWS);Google Cloud Platform (GCP),geopandas,4.0,My team or research group also use Dask
2019-07-14 11:29:23,DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Large workstation,Every day,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org;GitHub issue trackers (reading past issues),New features,Yes,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Critical to me,3.0,,Amazon Web Services (AWS);Microsoft Azure,cudf,4.0,I use Dask mostly on my own
2019-07-14 19:51:07,DataFrame;ML;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Cluster of 2-10 machines,Every day,Tutorial;Examples at examples.dask.org;1. step by step tutorial with minikube 2. scaling up to cloud service,More examples in my field,Yes,,,Critical to me,,,Somewhat useful,Critical to me,Critical to me,,Critical to me,3.0,Kubernetes,Amazon Web Services (AWS),"keras, tensorflow, pytorch",4.0,My team or research group also use Dask
2019-07-15 10:02:45,DataFrame;ML,Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Occasionally,Documentation;Examples at examples.dask.org,More documentation,No,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Critical to me,Critical to me,Critical to me,Critical to me,Not relevant for me,Not relevant for me,3.0,SSH,Amazon Web Services (AWS),,4.0,My team or research group also use Dask
2019-07-15 12:50:36,Array;DataFrame;Delayed;Futures;Xarray,Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines;Cluster with 10-100 machines,Every day,Documentation;Stack Overflow #Dask tag;Tutorial;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),More examples in my field,Yes,Critical to me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Not relevant for me,Somewhat useful,3.0,"SSH;HPC resource manager (SLURM, PBS, SGE, LSF or similar)",Amazon Web Services (AWS),Xarray,4.0,I use Dask mostly on my own
2019-07-15 13:11:20,Bag;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Large workstation;Cluster of 2-10 machines,Every day,Documentation;Stack Overflow #Dask tag;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),More examples in my field,Yes,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Critical to me,Not relevant for me,Not relevant for me,3.0,Hadoop / Yarn / EMR,Amazon Web Services (AWS),"rapidjson,pandas,pytorch,fastai",4.0,I use Dask mostly on my own
2019-07-15 15:26:55,Array;Delayed,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster with 10-100 machines,Occasionally,Documentation;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),New features,Yes,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Critical to me,Not relevant for me,Not relevant for me,Somewhat useful,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",,,2.0,I use Dask mostly on my own
2019-07-15 17:22:57,Array;Delayed;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Cluster with 10-100 machines;Cluster with 100+ machines,Every day,Documentation;Examples at examples.dask.org,More examples in my field,Yes,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,3.0,"SSH;HPC resource manager (SLURM, PBS, SGE, LSF or similar);I don't know, someone else does this for me;My workplace has a custom solution for this",,xarray,3.0,I use Dask mostly on my own
2019-07-15 23:34:52,Bag;DataFrame,Batch: I submit scripts that run in the future,Personal laptop,Occasionally,Documentation;Stack Overflow #Dask tag;Tutorial,More documentation,Yes,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,3.0,,,,3.0,I use Dask mostly on my own
2019-07-16 04:31:33,Array;Bag;DataFrame;Delayed;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation,Every day,Documentation;Tutorial;Examples at examples.dask.org,New features,Yes,Critical to me,,Not relevant for me,Critical to me,Somewhat useful,Critical to me,Critical to me,Critical to me,Critical to me,Not relevant for me,3.0,"I don't know, someone else does this for me",Microsoft Azure,"xarray, zarr",4.0,My team or research group also use Dask
2019-07-16 08:48:48,Array;DataFrame;Delayed,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster with 10-100 machines,Just looking for now,Documentation;Stack Overflow #Dask tag;Examples at examples.dask.org;GitHub issue trackers (reading past issues);SciPy2019,More examples in my field,No,Critical to me,Not relevant for me,Not relevant for me,Somewhat useful,Critical to me,Somewhat useful,Critical to me,Not relevant for me,Critical to me,Critical to me,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar);My workplace has a custom solution for this;Experimenting with dask-jobqueue and dask-gateway in addition to our Torque/Moab scheduler",,astropy,,My team or research group also use Dask
2019-07-16 14:38:13,Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop,Just looking for now,Documentation;Tutorial;Pangeo website,More documentation,No,Critical to me,Not relevant for me,Not relevant for me,Somewhat useful,Critical to me,Critical to me,Somewhat useful,Critical to me,Critical to me,Critical to me,3.0,,Amazon Web Services (AWS),"xarray, zarr",3.0,I use Dask mostly on my own
2019-07-16 22:38:14,DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation,Every day,Documentation;Stack Overflow #Dask tag;Tutorial,More documentation,Yes,Critical to me,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Somewhat useful,Somewhat useful,3.0,,Amazon Web Services (AWS),,,I use Dask mostly on my own
2019-07-17 02:42:29,Array;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation,Occasionally,Documentation;Examples at examples.dask.org;GitHub issue trackers (reading past issues),More documentation,Yes,Somewhat useful,Not relevant for me,Not relevant for me,Critical to me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Somewhat useful,Not relevant for me,3.0,SSH,Google Cloud Platform (GCP),,4.0,I use Dask mostly on my own
2019-07-17 04:30:54,DataFrame,Batch: I submit scripts that run in the future,Large workstation,Every day,Documentation;Stack Overflow #Dask tag;GitHub issue trackers (reading past issues),More examples in my field,Yes,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,3.0,,Amazon Web Services (AWS),"pandas, feather, networkx",4.0,My team or research group also use Dask
2019-07-17 06:24:10,Array;DataFrame;Delayed;Futures,Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines,Just looking for now,Documentation;Tutorial;Examples at examples.dask.org;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),New features,Yes,Somewhat useful,Somewhat useful,Critical to me,Not relevant for me,Somewhat useful,Somewhat useful,Critical to me,Not relevant for me,Not relevant for me,Critical to me,3.0,SSH,Microsoft Azure,,3.0,My team or research group also use Dask
2019-07-17 06:55:13,DataFrame;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines,Every day,Documentation;GitHub issue trackers (reading past issues),Bug fixes,No,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Somewhat useful,2.0,SSH,,"numpy, pandas, NEURON",1.0,My team or research group also use Dask
2019-07-17 09:34:19,Bag;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Large workstation,Occasionally,Documentation;Stack Overflow #Dask tag;GitHub issue trackers (reading past issues),New features,No,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,3.0,,,,2.0,My team or research group also use Dask
2019-07-18 04:20:26,Array;Bag;DataFrame;Delayed;ML,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation,Every day,Documentation;Tutorial;Examples at examples.dask.org;GitHub issue trackers (reading past issues),More examples in my field,Yes,Critical to me,Critical to me,Critical to me,Not relevant for me,Somewhat useful,,Not relevant for me,Not relevant for me,Not relevant for me,Critical to me,3.0,,,"Tensorflow, pytorch",4.0,My team or research group also use Dask
2019-07-18 04:34:16,Array;Bag;DataFrame;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines;Cluster with 10-100 machines,Every day,Documentation;Stack Overflow #Dask tag;Tutorial;GitHub issue trackers (reading past issues),More documentation,Yes,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,Somewhat useful,Critical to me,Somewhat useful,Critical to me,Somewhat useful,3.0,Kubernetes,Google Cloud Platform (GCP),"cython, scipy",3.0,My team or research group also use Dask
2019-07-18 06:57:14,Array;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,Every day,Documentation;Gitter (but nobody actually responds to my messages),Performance improvements,Yes,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Critical to me,3.0,"SSH;HPC resource manager (SLURM, PBS, SGE, LSF or similar)",Amazon Web Services (AWS),opt_einsum,4.0,I use Dask mostly on my own
2019-07-18 10:58:32,Array;DataFrame;Delayed;Futures;ML;Xarray;dask-jobque,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines;Cluster with 100+ machines,Every day,"Documentation;Stack Overflow #Dask tag;Tutorial;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues);blog.dask.org, http://matthewrocklin.com/blog/",New features,No,Critical to me,Critical to me,Somewhat useful,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Critical to me,Critical to me,3.0,"SSH;HPC resource manager (SLURM, PBS, SGE, LSF or similar);My workplace has a custom solution for this",Microsoft Azure,"PyGMO, deap",3.0,My team or research group also use Dask
2019-07-18 18:25:00,Array;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data,Cluster with 100+ machines,Every day,Documentation;Examples at examples.dask.org;GitHub issue trackers (reading past issues),More documentation,Yes,Critical to me,Not relevant for me,Not relevant for me,Somewhat useful,Critical to me,Critical to me,Not relevant for me,Not relevant for me,Not relevant for me,Not relevant for me,3.0,"HPC resource manager (SLURM, PBS, SGE, LSF or similar)",,xarray,4.0,I use Dask mostly on my own
2019-07-19 00:10:13,Array;Bag;DataFrame;Delayed;Futures;ML;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines;Cluster with 10-100 machines;Cluster with 100+ machines,Every day,Documentation;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),,,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,2.0,"SSH;Kubernetes;Hadoop / Yarn / EMR;HPC resource manager (SLURM, PBS, SGE, LSF or similar);I don't know, someone else does this for me;My workplace has a custom solution for this",Amazon Web Services (AWS);Google Cloud Platform (GCP);Microsoft Azure,new desing,4.0,I use Dask mostly on my own
2019-07-19 08:55:37,Bag;Delayed,Batch: I submit scripts that run in the future,Personal laptop;Large workstation;Cluster of 2-10 machines,"I use Dask all the time, even when I sleep",Documentation;Stack Overflow #Dask tag;Tutorial;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),More documentation,Yes,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,3.0,"SSH;AWS Batch, NextFlow",Amazon Web Services (AWS),"eliot, scipy, scikit-image, pandas, zarr, cython, tifffile, pyvips",4.0,My team or research group also use Dask
2019-07-19 21:15:31,Array;DataFrame,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation;Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Examples at examples.dask.org,More documentation,No,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Somewhat useful,Somewhat useful,Critical to me,Not relevant for me,Not relevant for me,Somewhat useful,3.0,SSH,Google Cloud Platform (GCP),,4.0,My team or research group also use Dask
2019-07-20 04:37:11,Bag;DataFrame;Delayed;Futures,Interactive:  I use Dask with Jupyter or IPython when playing with data;Batch: I submit scripts that run in the future,Personal laptop;Cluster of 2-10 machines,Occasionally,Documentation;Stack Overflow #Dask tag;Tutorial,More examples in my field,Yes,Critical to me,Not relevant for me,Not relevant for me,Somewhat useful,Critical to me,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,Somewhat useful,3.0,Kubernetes,,,4.0,My team or research group also use Dask
2019-07-20 15:22:12,Array;DataFrame;Delayed;Xarray,Batch: I submit scripts that run in the future,Cluster with 10-100 machines,Every day,Documentation;Stack Overflow #Dask tag;GitHub issue trackers (raising a new issue);GitHub issue trackers (reading past issues),,Yes,,,,,Critical to me,,Critical to me,Critical to me,,,3.0,Kubernetes,Amazon Web Services (AWS);Hetzner,SNAP/S1TBX: https://github.com/senbox-org/s1tbx,3.0,My team or research group also use Dask
2019-07-21 07:19:54,Delayed;Futures,Batch: I submit scripts that run in the future,Personal laptop,Occasionally,Documentation,More examples in my field,Yes,Somewhat useful,Not relevant for me,Not relevant for me,Not relevant for me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant for me,Not relevant for me,3.0,SSH,Google Cloud Platform (GCP),Pandas,4.0,I use Dask mostly on my own
2019-07-22 08:23:11,DataFrame;Futures;Xarray,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation,Just looking for now,Documentation;Examples at examples.dask.org,More examples in my field,Yes,Critical to me,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,3.0,,Microsoft Azure,,3.0,My team or research group also use Dask
2019-07-23 08:22:35,Futures,Batch: I submit scripts that run in the future,Cluster with 10-100 machines,Every day,Documentation;GitHub issue trackers (reading past issues),New features,Yes,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Critical to me,Critical to me,Not relevant for me,Not relevant for me,Somewhat useful,3.0,SSH,,"Pybullet, LMDB, pytorch.",4.0,My team or research group also use Dask
2019-07-23 09:08:42,Delayed;Futures,Batch: I submit scripts that run in the future,Cluster with 100+ machines,Every day,Documentation;GitHub issue trackers (reading past issues),Bug fixes,No,Somewhat useful,Not relevant for me,Somewhat useful,Not relevant for me,Critical to me,Critical to me,Somewhat useful,Not relevant for me,Not relevant for me,Critical to me,3.0,SSH,We have our own cluster for the lab,"torch, lmdb",3.0,My team or research group also use Dask
2019-07-23 14:18:22,Array;DataFrame;ML,Interactive:  I use Dask with Jupyter or IPython when playing with data,Personal laptop;Large workstation,Occasionally,Documentation;Stack Overflow #Dask tag,More examples in my field,Yes,Somewhat useful,Critical to me,Critical to me,Somewhat useful,Somewhat useful,Somewhat useful,Critical to me,Not relevant for me,Not relevant for me,Critical to me,3.0,,,,3.0,My team or research group also use Dask
